CNPJ/CPF Remetente;Remetente;CNPJ/CPF Destinatario;Destinatario;CTRC;Nota Fiscal/Nro Coleta;Nro Pedido;Data Inclusao;Cidade Destino;UF Destino;Unidade;Data/Hora da Ocorrencia;Situacao;Empresa;Detalhe;Data Entrega;Previsao de Entrega;CTe
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141598147;1 109693;;18/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:51;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001592281004785486</u></a> - VIA API.;22/08/22;23/08/22;32220808860184000171570020001592281004785486 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;16.205.262/0001-22;SERVICO DE ASSISTENCIA MEDICA E URGENCIA;7141598180;1 109725;;18/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001592291004785530</u></a> - VIA API.;22/08/22;23/08/22;32220808860184000171570020001592291004785530 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;16.205.262/0001-22;SERVICO DE ASSISTENCIA MEDICA E URGENCIA;7141598180;1 109726;;18/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001592291004785530</u></a> - VIA API.;22/08/22;23/08/22;32220808860184000171570020001592291004785530 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;16.205.262/0001-22;SERVICO DE ASSISTENCIA MEDICA E URGENCIA;7141598180;1 109724;;18/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001592291004785530</u></a> - VIA API.;22/08/22;23/08/22;32220808860184000171570020001592291004785530 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141618407;1 109826;;22/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:49;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612621004849238</u></a> - VIA API.;25/08/22;25/08/22;32220808860184000171570020001612621004849238 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141618407;1 109827;;22/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:49;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612621004849238</u></a> - VIA API.;25/08/22;25/08/22;32220808860184000171570020001612621004849238 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141618482;1 109768;;22/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:48;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612641004849313</u></a> - VIA API.;25/08/22;25/08/22;32220808860184000171570020001612641004849313 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141618482;1 109769;;22/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;13/09/22 09:48;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612641004849313</u></a> - VIA API.;25/08/22;25/08/22;32220808860184000171570020001612641004849313 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.153.745/0002-49;SANTA CASA DE MISERICORDIA DA BAHIA;7141677551;1 110273;;30/08/22;SALVADOR;BA;CARIACICA / ES;13/09/22 08:44;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001671581005031033</u></a> - VIA API.;01/09/22;02/09/22;32220808860184000171570020001671581005031033 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;07.133.125/0002-10;5921 - INSTITUTO FERNANDO FILGUEIRAS - IFF;7141677691;1 110293;;30/08/22;SALVADOR;BA;CARIACICA / ES;13/09/22 08:44;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001671621005031222</u></a> - VIA API.;01/09/22;02/09/22;32220808860184000171570020001671621005031222 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.153.745/0002-49;SANTA CASA DE MISERICORDIA DA BAHIA;7141677551;1 110271;;30/08/22;SALVADOR;BA;CARIACICA / ES;13/09/22 08:44;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001671581005031033</u></a> - VIA API.;01/09/22;02/09/22;32220808860184000171570020001671581005031033 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.153.745/0002-49;SANTA CASA DE MISERICORDIA DA BAHIA;7141677551;1 110272;;30/08/22;SALVADOR;BA;CARIACICA / ES;13/09/22 08:44;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001671581005031033</u></a> - VIA API.;01/09/22;02/09/22;32220808860184000171570020001671581005031033 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.126.437/0029-44;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH;7141751409;1 110706;;09/09/22;SALVADOR;BA;SALVADOR / BA;13/09/22 08:37;MERCADORIA ENTREGUE;AGB;JOAO FRANCISCO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001744331005257580 - SSWMOBILE.;13/09/22;14/09/22;32220908860184000171570020001744331005257580 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.721.886/0001-50;ONCO RAD SERV.ONC.E RADIOT.LTDA ME;7141760513;1 110770;;12/09/22;GOVERNADOR VALADARES;MG;GOVERNADOR VALADARES / MG;13/09/22 08:30;CHEGADA EM UNIDADE;AGB;Chegada na unidade GOVERNADOR VALADARES em 13/09/22, 08:30h.;;14/09/22;32220908860184000171570020001753791005285719 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.843.896/0001-12;FUNDO MUNICIPAL DE SAUDE DE TEIXEIRA DE FREITAS;7141760521;1 110801;;12/09/22;TEIXEIRA DE FREITAS;BA;TEIXEIRA DE FREITAS / BA;13/09/22 07:47;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 13/09/22 07:47H RECEBIDO POR NILTON CESAR, PARENTESCO: NDA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001753811005285725 - SSWMOBILE  DOC N.: 00230505511.;13/09/22;14/09/22;32220908860184000171570020001753811005285725 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.132.229/0001-80;ONCOMED CENTRO PREV E TRAT DE DOENCAS;7141751395;1 110724;;09/09/22;BELO HORIZONTE;MG;BELO HORIZONTE / MG;12/09/22 19:55;CHEGADA EM UNIDADE;AGB;Chegada na unidade BELO HORIZONTE em 12/09/22, 19:55h.;;14/09/22;32220908860184000171570020001744321005257574 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;00.132.229/0001-80;ONCOMED CENTRO PREV E TRAT DE DOENCAS;;013186;;;;;CARIACICA / ES;12/09/22 17:30;COLETA REALIZADA (CARREGADA NO VEICULO);AGB;COLETA REALIZADA (CARREGADA NO VEICULO).;;; 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141737431;1 110657;;08/09/22;RIO DE JANEIRO;RJ;RIO DE JANEIRO / RJ;12/09/22 16:08;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 12/09/22 16:08H RECEBIDO POR ANDERSON TORRES, PARENTESCO: EMPRESA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001731251005211722 - SSWMOBILE  DOC N.: ASSINATURA.;12/09/22;13/09/22;32220908860184000171570020001731251005211722 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141737431;1 110656;;08/09/22;RIO DE JANEIRO;RJ;RIO DE JANEIRO / RJ;12/09/22 16:08;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 12/09/22 16:08H RECEBIDO POR ANDERSON TORRES, PARENTESCO: EMPRESA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001731251005211722 - SSWMOBILE  DOC N.: ASSINATURA.;12/09/22;13/09/22;32220908860184000171570020001731251005211722 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141737431;1 110658;;08/09/22;RIO DE JANEIRO;RJ;RIO DE JANEIRO / RJ;12/09/22 16:08;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 12/09/22 16:08H RECEBIDO POR ANDERSON TORRES, PARENTESCO: EMPRESA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001731251005211722 - SSWMOBILE  DOC N.: ASSINATURA.;12/09/22;13/09/22;32220908860184000171570020001731251005211722 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;42.498.717/0001-55;SECRETARIA DE ESTADO DE SAUDE - RJ;7141751433;1 110574;;09/09/22;NITEROI;RJ;RIO DE JANEIRO / RJ;12/09/22 15:48;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 12/09/22 15:48H RECEBIDO POR CARLA NUNES, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001744341005257633 - SSWMOBILE  DOC N.: CARIMBO.;12/09/22;13/09/22;32220908860184000171570020001744341005257633 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.937.131/0058-87;BAHIA SECRETARIA DE SAUDE DO ESTADO;7141737422;1 110651;;08/09/22;SALVADOR;BA;SALVADOR / BA;12/09/22 11:57;MERCADORIA ENTREGUE;AGB;ROSENILDA SILVA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001731241005211717 - SSWMOBILE.;12/09/22;13/09/22;32220908860184000171570020001731241005211717 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.153.745/0002-49;SANTA CASA DE MISERICORDIA DA BAHIA;7141738623;1 110672;;08/09/22;SALVADOR;BA;SALVADOR / BA;12/09/22 10:45;MERCADORIA ENTREGUE;AGB;CAROLINE MONTEIRO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001732451005217427 - SSWMOBILE.;12/09/22;13/09/22;32220908860184000171570020001732451005217427 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.153.745/0002-49;SANTA CASA DE MISERICORDIA DA BAHIA;7141738623;1 110673;;08/09/22;SALVADOR;BA;SALVADOR / BA;12/09/22 10:45;MERCADORIA ENTREGUE;AGB;CAROLINE MONTEIRO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001732451005217427 - SSWMOBILE.;12/09/22;13/09/22;32220908860184000171570020001732451005217427 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;14.349.740/0002-23;SANTA CASA DE MISERICORDIA DE ITABUNA;7141689703;1 110335;;31/08/22;ITABUNA;BA;CARIACICA / ES;12/09/22 10:15;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001683861005068352</u></a> - VIA API.;02/09/22;05/09/22;32220808860184000171570020001683861005068352 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;11.858.570/0008-00;INSTITUTO DE GESTAO E HUMANIZACAO IGH;7141669184;1 110104;;29/08/22;PORTO SEGURO;BA;CARIACICA / ES;12/09/22 07:46;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663291005004065</u></a> - VIA API.;30/08/22;01/09/22;32220808860184000171570020001663291005004065 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;7141737414;1 110669;;08/09/22;SANTO ANTONIO DE JESUS;BA;SANTO ANTONIO DE JESUS / BA;10/09/22 14:36;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001731231005211701 - SSWMOBILE.;10/09/22;13/09/22;32220908860184000171570020001731231005211701 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;34.128.330/0001-89;ETERNA SOCIEDADE ANONIMA;7141738631;1 110678;;08/09/22;JEQUIE;BA;FEIRA DE SANTANA / BA;10/09/22 11:30;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001732461005217440 - SSWMOBILE.;10/09/22;14/09/22;32220908860184000171570020001732461005217440 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;34.128.330/0001-89;ETERNA SOCIEDADE ANONIMA;;013111;;;;;CARIACICA / ES;09/09/22 19:27;;AGB;CTRC GERADO: 714 175139-5.;;; 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;11.470.358/0001-02;CENTRO HOSPITALAR SAO FRANCISCO LTDA;7141720970;1 110549;;05/09/22;PETROLINA;PE;JUAZEIRO / BA;09/09/22 13:08;MERCADORIA ENTREGUE;AGB;GEOVANNI ALENCAR - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715481005163032 - SSWMOBILE.;09/09/22;13/09/22;32220908860184000171570020001715481005163032 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.959.466/0001-60;FUNDO MUNIC.SAUDE-DOMINGOS MARTINS;7141637720;1 109988;;24/08/22;DOMINGOS MARTINS;ES;CARIACICA / ES;09/09/22 12:35;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001632401004909119</u></a> - VIA API.;26/08/22;26/08/22;32220808860184000171570020001632401004909119 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;07.549.453/0001-10;VITTA ONCOLOGIA;7141720651;1 110491;;05/09/22;ARACAJU;SE;ARACAJU / SE;09/09/22 09:42;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 09/09/22 09:42H RECEBIDO POR FABIO MARCEL, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715351005161902 - SSWMOBILE  DOC N.: 048177355 32.;09/09/22;13/09/22;32220908860184000171570020001715351005161902 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;07.549.453/0001-10;VITTA ONCOLOGIA;7141720651;1 110489;;05/09/22;ARACAJU;SE;ARACAJU / SE;09/09/22 09:42;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 09/09/22 09:42H RECEBIDO POR FABIO MARCEL, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715351005161902 - SSWMOBILE  DOC N.: 048177355 32.;09/09/22;13/09/22;32220908860184000171570020001715351005161902 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;29.135.795/0002-08;UNIMED N. FRIBURGO SOC COOP DE SERV MED E HOSPITALARES LTDA;7141576241;1 109574;;16/08/22;NOVA FRIBURGO;RJ;CARIACICA / ES;09/09/22 09:24;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570391004720396</u></a> - VIA API.;18/08/22;19/08/22;32220808860184000171570020001570391004720396 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;29.135.795/0002-08;UNIMED N. FRIBURGO SOC COOP DE SERV MED E HOSPITALARES LTDA;7141576241;1 109573;;16/08/22;NOVA FRIBURGO;RJ;CARIACICA / ES;09/09/22 09:24;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570391004720396</u></a> - VIA API.;18/08/22;19/08/22;32220808860184000171570020001570391004720396 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;29.135.795/0002-08;UNIMED N. FRIBURGO SOC COOP DE SERV MED E HOSPITALARES LTDA;7141576241;1 109599;;16/08/22;NOVA FRIBURGO;RJ;CARIACICA / ES;09/09/22 09:24;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570391004720396</u></a> - VIA API.;18/08/22;19/08/22;32220808860184000171570020001570391004720396 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;29.135.795/0002-08;UNIMED N. FRIBURGO SOC COOP DE SERV MED E HOSPITALARES LTDA;7141576241;1 109593;;16/08/22;NOVA FRIBURGO;RJ;CARIACICA / ES;09/09/22 09:24;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570391004720396</u></a> - VIA API.;18/08/22;19/08/22;32220808860184000171570020001570391004720396 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;17.200.429/0001-25;FUNDACAO BENJAMIN GUIMARAES;7141677675;1 110242;;30/08/22;BELO HORIZONTE;MG;CARIACICA / ES;09/09/22 07:59;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001671611005031209</u></a> - VIA API.;31/08/22;02/09/22;32220808860184000171570020001671611005031209 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.808.803/0001-19;PROMEDICA PATRIMONIAL S A PROPAT;7141720660;1 110503;;05/09/22;SALVADOR;BA;SALVADOR / BA;08/09/22 15:32;MERCADORIA ENTREGUE;AGB;MATEUS OLIVEIRA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715801005162033 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715801005162033 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.808.803/0001-19;PROMEDICA PATRIMONIAL S A PROPAT;7141720660;1 110500;;05/09/22;SALVADOR;BA;SALVADOR / BA;08/09/22 15:32;MERCADORIA ENTREGUE;AGB;MATEUS OLIVEIRA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715801005162033 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715801005162033 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.808.803/0001-19;PROMEDICA PATRIMONIAL S A PROPAT;7141720660;1 110502;;05/09/22;SALVADOR;BA;SALVADOR / BA;08/09/22 15:32;MERCADORIA ENTREGUE;AGB;MATEUS OLIVEIRA - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715801005162033 - SSWMOBILE.;08/09/22;09/09/22;32220908860184000171570020001715801005162033 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;7141730983;1 110608;;06/09/22;SANTO ANTONIO DE JESUS;BA;SANTO ANTONIO DE JESUS / BA;08/09/22 16:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 16:00H E FOI RECEBIDO POR IVONETE  DOC N.: 0810912022.;08/09/22;12/09/22;32220908860184000171570020001724861005194965 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;7141730983;1 110609;;06/09/22;SANTO ANTONIO DE JESUS;BA;SANTO ANTONIO DE JESUS / BA;08/09/22 16:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 16:00H E FOI RECEBIDO POR IVONETE  DOC N.: 0810912022.;08/09/22;12/09/22;32220908860184000171570020001724861005194965 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;;012974;;;;;CARIACICA / ES;08/09/22 16:50;;AGB;CTRC GERADO: 714 173741-4.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;;012898;;;;;CARIACICA / ES;08/09/22 16:50;;AGB;CTRC GERADO: 714 173741-4.;;; 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;08.621.389/0001-02;MEDFAR CENTRO DE MANIPULACAO DE FARMACOS LTDA;7141731017;1 110623;;06/09/22;SAO PAULO;SP;SAO PAULO / SP;08/09/22 16:09;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 16:09H RECEBIDO POR GLEDSON, PARENTESCO: NAO ENCONTRADO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001724871005194997 - SSWMOBILE  DOC N.: 93737484O.;08/09/22;12/09/22;32220908860184000171570020001724871005194997 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141720937;1 110530;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;08/09/22 15:10;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:10H E FOI RECEBIDO POR ANDERSON GANDRA  DOC N.: CARIMB0.;08/09/22;09/09/22;32220908860184000171570020001715511005162945 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141720937;1 110527;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;08/09/22 15:10;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:10H E FOI RECEBIDO POR ANDERSON GANDRA  DOC N.: CARIMB0.;08/09/22;09/09/22;32220908860184000171570020001715511005162945 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141720937;1 110531;;05/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;08/09/22 15:10;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:10H E FOI RECEBIDO POR ANDERSON GANDRA  DOC N.: CARIMB0.;08/09/22;09/09/22;32220908860184000171570020001715511005162945 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.745.753/0003-49;UNIAO MEDICA PLANOS DE SAUDE S A;7141720643;1 110496;;05/09/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;08/09/22 15:17;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:17H RECEBIDO POR JOELSON DOS SANTOS, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715361005161888 - SSWMOBILE  DOC N.: CARIMBO.;08/09/22;12/09/22;32220908860184000171570020001715361005161888 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.745.753/0003-49;UNIAO MEDICA PLANOS DE SAUDE S A;7141720643;1 110499;;05/09/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;08/09/22 15:17;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:17H RECEBIDO POR JOELSON DOS SANTOS, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715361005161888 - SSWMOBILE  DOC N.: CARIMBO.;08/09/22;12/09/22;32220908860184000171570020001715361005161888 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.745.753/0003-49;UNIAO MEDICA PLANOS DE SAUDE S A;7141720643;1 110497;;05/09/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;08/09/22 15:17;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 08/09/22 15:17H RECEBIDO POR JOELSON DOS SANTOS, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001715361005161888 - SSWMOBILE  DOC N.: CARIMBO.;08/09/22;12/09/22;32220908860184000171570020001715361005161888 
